,messages_blue,messages_red,cumulative_reward_blue,cumulative_reward_red,n_cycles
0,"[('blue_0', 0), ('blue_1', 0), ('blue_0', 0), ('blue_1', 0), ('blue_0', 1), ('blue_1', 1), ('blue_0', 5), ('blue_1', 1), ('blue_0', 5), ('blue_1', 1), ('blue_0', 5), ('blue_1', 5), ('blue_0', 0), ('blue_1', 5), ('blue_0', 5), ('blue_1', 7), ('blue_0', 5), ('blue_1', 7), ('blue_0', 3), ('blue_1', 3), ('blue_0', 7), ('blue_1', 0), ('blue_0', 0)]","[('red_0', 3), ('red_1', 0), ('red_0', 3), ('red_1', 7), ('red_0', 0), ('red_1', 6), ('red_0', 2), ('red_1', 6), ('red_0', 3), ('red_1', 6), ('red_0', 7), ('red_1', 6), ('red_0', 2), ('red_1', 5), ('red_0', 0), ('red_1', 1), ('red_1', 5), ('red_1', 1), ('red_1', 0)]",0.8999999999999999,-0.585,12
